,source,deflt_Country_code,name,country_code
331,Mad_Cow_disease_confirmed_in_U.S.,GE,georgia,US
332,Mad_Cow_disease_confirmed_in_U.S.,US,washington,US
333,Mad_Cow_disease_confirmed_in_U.S.,CA,canada,CA
334,Mad_Cow_disease_confirmed_in_U.S.,US,texas,US
335,Mad_Cow_disease_confirmed_in_U.S.,SE,sweden,SE
336,South_Korean_police_clamp_down_on_protests_against_US_beef,US,united states,US
337,USDA_says_mad_cow_disease_found_in_cow_in_California,MX,california,US
338,USDA_says_mad_cow_disease_found_in_cow_in_California,US,ames,US
339,USDA_says_mad_cow_disease_found_in_cow_in_California,US,iowa,US
340,USDA_says_mad_cow_disease_found_in_cow_in_California,US,united states,US
341,USDA_says_mad_cow_disease_found_in_cow_in_California,US,washington,US
342,USDA_says_mad_cow_disease_found_in_cow_in_California,CA,canada,CA
343,New_case_of_Mad_Cow_disease_found_in_Canada,CA,alberta,CA
344,New_case_of_Mad_Cow_disease_found_in_Canada,CA,canada,CA
345,New_case_of_Mad_Cow_disease_found_in_Canada,CA,winnipeg,CA
346,New_case_of_Mad_Cow_disease_found_in_Canada,US,united states,US
347,New_case_of_Mad_Cow_disease_found_in_Canada,US,washington,US
348,New_case_of_Mad_Cow_disease_found_in_Canada,US,texas,US
349,New_case_of_Mad_Cow_disease_found_in_Canada,GB,england,GB
350,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island,US,east providence,US
351,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island,US,barrington,US
352,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island,US,rhode island,US
353,Mosquitoes_test_positive_for_West_Nile_virus_in_Rhode_Island,US,massachusetts,US
354,Two_new_cases_of_West_Nile_Virus_reported_in_Indiana,US,hammond,US
355,Two_new_cases_of_West_Nile_Virus_reported_in_Indiana,US,indiana,US
356,Crow_found_in_Vermont_is_state%27s_first_West_Nile_case_this_year,US,vermont,US
357,Crow_found_in_Vermont_is_state%27s_first_West_Nile_case_this_year,US,brattleboro,US
358,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly",US,us,US
359,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly",US,texas,US
360,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly",US,longview,US
361,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly",US,tyler,US
362,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly",US,fairfield,US
363,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly",FR,malakoff,US
364,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly",US,dallas,US
365,"Wikinews_finds_citizens%27_feelings,_actions_throughout_Texas_regarding_West_Nile_virus_threat_vary_greatly",US,austin,US
366,Cities_across_Texas_increase_efforts_to_combat_mosquitos,US,texas,US
367,Cities_across_Texas_increase_efforts_to_combat_mosquitos,US,united states,US
368,Cities_across_Texas_increase_efforts_to_combat_mosquitos,US,dallas county,US
369,Cities_across_Texas_increase_efforts_to_combat_mosquitos,US,north dallas,US
370,Cities_across_Texas_increase_efforts_to_combat_mosquitos,FR,malakoff,US
371,Cities_across_Texas_increase_efforts_to_combat_mosquitos,US,dallas,US
372,Cities_across_Texas_increase_efforts_to_combat_mosquitos,US,abilene,US
373,Cities_across_Texas_increase_efforts_to_combat_mosquitos,US,houston,US
374,Cities_across_Texas_increase_efforts_to_combat_mosquitos,US,new jersey,US
375,Cities_across_Texas_increase_efforts_to_combat_mosquitos,US,lubbock,US
376,Cities_across_Texas_increase_efforts_to_combat_mosquitos,US,austin,US
377,Cities_across_Texas_increase_efforts_to_combat_mosquitos,MX,california,US
378,US_military_to_buy_anthrax_and_bioweapons_production_systems,US,us,US
379,US_military_to_buy_anthrax_and_bioweapons_production_systems,US,utah,US
380,US_military_to_buy_anthrax_and_bioweapons_production_systems,DE,germany,DE
381,Anthrax_scare_closes_Michigan_newspaper_office,US,midland,US
382,Anthrax_scare_closes_Michigan_newspaper_office,US,michigan,US
383,Anthrax_scare_closes_Michigan_newspaper_office,US,usa,US
384,Anthrax_scare_closes_Michigan_newspaper_office,US,lansing,US
385,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide,US,frederick,US
386,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide,US,maryland,US
387,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide,US,washington dc,US
388,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide,US,new york city,US
389,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide,US,florida,US
390,Suspect_in_2001_anthrax_attack_dies_of_apparent_suicide,US,frederick county,US
391,"White_powder_found_at_Buffalo,_N.Y._courthouse",US,buffalo,US
392,"White_powder_found_at_Buffalo,_N.Y._courthouse",US,new york,US
393,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA",MX,california,US
394,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA",US,united states,US
395,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA",US,tustin,US
396,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA",US,glendale,US
397,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA",US,hollywood,US
398,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA",US,los angeles,US
399,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA",PH,san fernando valley,US
400,"Envelopes_containing_white_powder_sent_to_Church_of_Scientology_locations_in_southern_California,_USA",US,santa monica,US
401,London_court_jails_man_after_Dark_Web_ricin_sting,GB,london,GB
402,London_court_jails_man_after_Dark_Web_ricin_sting,GB,liverpool,GB
403,London_court_jails_man_after_Dark_Web_ricin_sting,GB,uk,GB
404,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected",HT,port-au-prince,HT
405,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected",HT,saint-marc,HT
406,"Over_250_dead_in_Haiti_cholera_outbreak,_thousands_infected",US,us,US
407,Nearly_200_dead_in_Haitian_cholera_outbreak,HT,haiti,HT
408,Nearly_200_dead_in_Haitian_cholera_outbreak,BF,central plateau,HT
409,Cholera_outbreak_hits_Angola,AO,angola,AO
410,Cholera_outbreak_hits_Angola,AO,luanda,AO
411,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum,KE,kenya,KE
412,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum,KE,nairobi,KE
413,At_least_nine_dead_after_cholera_outbreak_in_Kenyan_slum,KE,mukuru,KE
414,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic,ZW,mashonaland west,ZW
415,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic,ZW,midlands,ZW
416,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic,ZW,manicaland,ZW
417,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic,ZW,masvingo,ZW
418,Five_cholera_deaths_recorded_in_Zimbabwe_amid_fears_of_new_epidemic,ZW,zimbabwe,ZW
419,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,kenya,KE
420,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,nyanza province,KE
421,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,nyanza,KE
422,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,rift valley,KE
423,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KP,north eastern,KE
424,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",GN,western,KE
425,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,north eastern province,KE
426,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,rift valley province,KE
427,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",FJ,suba,KE
428,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,migori,KE
429,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,homa bay,KE
430,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,rongo,KE
431,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,siaya,KE
432,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,kisumu,KE
433,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",CD,bondo,KE
434,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,nyando,KE
435,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,kisii,KE
436,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,wajir,KE
437,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,mandera,KE
438,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,nakuru,KE
439,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,bunyala,KE
440,"Over_60_dead_in_Kenya_cholera_outbreak,_state_issues_alert",KE,nairobi,KE
441,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths,ZW,zimbabwe,ZW
442,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths,ZW,harare,ZW
443,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths,ZW,beitbridge,ZW
444,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths,ZA,south africa,ZA
445,Sharp_increase_in_number_of_Zimbabwean_cholera_deaths,GB,united kingdom,GB
446,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",AO,west africa,ML
447,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",BF,burkina faso,BF
448,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",CI,cote d'ivoire,CI
449,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",GN,guinea,GN
450,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",GW,guinea-bissau,GW
451,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",LR,liberia,LR
452,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",MR,mauritania,MR
453,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",ML,mali,ML
454,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",NE,niger,NE
455,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",SN,senegal,SN
456,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",AO,central africa,CD
457,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",NG,nigeria,NG
458,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",CM,cameroon,CM
459,"West_African_cholera_claims_more_than_500_lives,_more_deaths_feared",TD,chad,TD
460,Six_aid_workers_dead_in_ambush_in_South_Sudan,SS,south sudan,SS
461,Six_aid_workers_dead_in_ambush_in_South_Sudan,SS,juba,SS
462,"Ritual_sacrifice_in_Nepal_sees_320,000_animals_slaughtered_to_Hindu_goddess",NP,nepal,NP
463,"Ritual_sacrifice_in_Nepal_sees_320,000_animals_slaughtered_to_Hindu_goddess",NP,bariyarpur,NP
464,"Ritual_sacrifice_in_Nepal_sees_320,000_animals_slaughtered_to_Hindu_goddess",IN,india,IN
465,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso,BF,burkina faso,BF
466,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso,BF,ouagadougou,BF
467,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso,BJ,benin,BJ
468,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso,GH,ghana,GH
469,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso,GN,guinea,GN
470,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso,NE,niger,NE
471,Thousands_displaced_after_heavy_flooding_in_Burkina_Faso,SN,senegal,SN
472,Death_toll_in_Indonesian_tsunami_continues_to_rise,ID,java,ID
473,Death_toll_in_Indonesian_tsunami_continues_to_rise,ID,pangandaran,ID
474,Death_toll_in_Indonesian_tsunami_continues_to_rise,ID,indonesia,ID
475,Death_toll_in_Indonesian_tsunami_continues_to_rise,US,us,US
476,"Britain_unveils_flu_pandemic_preparedness_plan,_buys_14m_courses_of_treatment_drug",GB,united kingdom,GB
477,"Britain_unveils_flu_pandemic_preparedness_plan,_buys_14m_courses_of_treatment_drug",GB,uk,GB
478,"Britain_unveils_flu_pandemic_preparedness_plan,_buys_14m_courses_of_treatment_drug",CA,canada,CA
479,"Britain_unveils_flu_pandemic_preparedness_plan,_buys_14m_courses_of_treatment_drug",AU,australia,AU
480,2014_flu_season_in_USA,US,arkansas,US
481,2014_flu_season_in_USA,US,colorado,US
482,2014_flu_season_in_USA,US,delaware,US
483,2014_flu_season_in_USA,US,idaho,US
484,2014_flu_season_in_USA,US,maine,US
485,2014_flu_season_in_USA,US,montana,US
486,2014_flu_season_in_USA,US,new hampshire,US
487,2014_flu_season_in_USA,PR,north carolina,US
488,2014_flu_season_in_USA,US,rhode island,US
489,2014_flu_season_in_USA,US,vermont,US
490,2014_flu_season_in_USA,US,virginia,US
491,2014_flu_season_in_USA,US,west virginia,US
492,2014_flu_season_in_USA,US,alabama,US
493,2014_flu_season_in_USA,US,us,US
494,"Healthcare_workers,_public_officials_struggle_to_address_influenza_outbreak_across_much_of_U.S.",US,united states,US
495,"Healthcare_workers,_public_officials_struggle_to_address_influenza_outbreak_across_much_of_U.S.",US,boston,US
496,"Healthcare_workers,_public_officials_struggle_to_address_influenza_outbreak_across_much_of_U.S.",US,texas,US
497,"Healthcare_workers,_public_officials_struggle_to_address_influenza_outbreak_across_much_of_U.S.",US,new york,US
498,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up,CN,beijing,CN
499,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up,CN,people's republic of china,CN
500,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up,IN,asia,CN
501,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up,HK,hong kong,CN
502,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up,CN,china,CN
503,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up,RU,russia,RU
504,World_Health_Organisation:_China_engaging_in_bird_flu_cover_up,VN,vietnam,VN
505,72_hour_Australia_wide_ban_on_horse_movements,AU,australia,AU
506,72_hour_Australia_wide_ban_on_horse_movements,AU,sydney,AU
507,72_hour_Australia_wide_ban_on_horse_movements,AU,new south wales,AU
508,72_hour_Australia_wide_ban_on_horse_movements,AU,nsw,AU
509,72_hour_Australia_wide_ban_on_horse_movements,SC,victoria,AU
510,72_hour_Australia_wide_ban_on_horse_movements,NZ,new zealand,NZ
511,Horse_flu_spreads_in_Australia,AU,australia,AU
512,Horse_flu_spreads_in_Australia,AU,new south wales,AU
513,Horse_flu_spreads_in_Australia,AU,nsw,AU
514,Horse_flu_spreads_in_Australia,AU,sydney,AU
515,Horse_flu_spreads_in_Australia,AU,cattai,AU
516,Horse_flu_spreads_in_Australia,AU,parkes,AU
517,Horse_flu_spreads_in_Australia,BS,berry,AU
518,Horse_flu_spreads_in_Australia,AU,wyong,AU
519,Horse_flu_spreads_in_Australia,BM,warwick,AU
520,Horse_flu_spreads_in_Australia,AU,queensland,AU
521,Horse_flu_spreads_in_Australia,AU,brisbane,AU
522,Horse_flu_spreads_in_Australia,SC,victoria,AU
523,Horse_flu_spreads_in_Australia,AU,maitland,AU
524,Swine_flu_reported_in_more_countries,MX,mexico,MX
525,Swine_flu_reported_in_more_countries,US,united states,US
526,Swine_flu_reported_in_more_countries,CA,canada,CA
527,Swine_flu_reported_in_more_countries,GB,united kingdom,GB
528,Swine_flu_reported_in_more_countries,ES,spain,ES
529,Swine_flu_reported_in_more_countries,NZ,new zealand,NZ
530,Swine_flu_reported_in_more_countries,IL,israel,IL
531,Swine_flu_reported_in_more_countries,US,texas,US
532,Swine_flu_reported_in_more_countries,MX,mexico city,MX
533,Swine_flu_reported_in_more_countries,MX,california,US
534,Swine_flu_reported_in_more_countries,US,kansas,US
535,Swine_flu_reported_in_more_countries,US,ohio,US
536,Swine_flu_reported_in_more_countries,US,new york,US
537,Swine_flu_reported_in_more_countries,KR,south korea,KR
538,Hong_Kong_flu_kills_six_in_Japan,JP,kitaakita,JP
539,Hong_Kong_flu_kills_six_in_Japan,JP,akita prefecture,JP
540,Hong_Kong_flu_kills_six_in_Japan,JP,japan,JP
541,"Drug-resistant_flu_rising,_says_WHO",US,united states,US
542,"Drug-resistant_flu_rising,_says_WHO",CA,canada,CA
543,"Drug-resistant_flu_rising,_says_WHO",AT,europe,PL
544,"Drug-resistant_flu_rising,_says_WHO",NO,norway,NO
545,"Drug-resistant_flu_rising,_says_WHO",JP,japan,JP
546,"Drug-resistant_flu_rising,_says_WHO",HK,hong kong,CN
547,US_declares_public_health_emergency_over_spread_of_swine_flu,US,united states,US
548,US_declares_public_health_emergency_over_spread_of_swine_flu,US,new york city,US
549,US_declares_public_health_emergency_over_spread_of_swine_flu,US,queens,US
550,US_declares_public_health_emergency_over_spread_of_swine_flu,US,new york,US
551,US_declares_public_health_emergency_over_spread_of_swine_flu,US,ohio,US
552,US_declares_public_health_emergency_over_spread_of_swine_flu,MX,california,US
553,US_declares_public_health_emergency_over_spread_of_swine_flu,US,kansas,US
554,US_declares_public_health_emergency_over_spread_of_swine_flu,US,texas,US
555,Indonesian_suspected_bird_flu_case_dies,ID,sukoharjo,ID
556,Indonesian_suspected_bird_flu_case_dies,ID,central java,ID
557,Indonesian_suspected_bird_flu_case_dies,ID,indonesia,ID
558,Indonesian_suspected_bird_flu_case_dies,ID,west java,ID
559,Indonesian_suspected_bird_flu_case_dies,ID,yogyakarta,ID
560,Indonesian_suspected_bird_flu_case_dies,VN,vietnam,VN
561,Second_H5N1_infection_reported_in_China,CN,china,CN
562,Second_H5N1_infection_reported_in_China,CN,jiangsu,CN
563,Sudan_reports_first_bird_flu_case,SD,khartoum,SD
564,Sudan_reports_first_bird_flu_case,SD,al jazirah,SD
565,Sudan_reports_first_bird_flu_case,SD,sudan,SD
566,Sudan_reports_first_bird_flu_case,AT,europe,PL
567,Sudan_reports_first_bird_flu_case,AO,africa,CF
568,Sudan_reports_first_bird_flu_case,EG,egypt,EG
569,Sudan_reports_first_bird_flu_case,IN,asia,CN
570,Sudan_reports_first_bird_flu_case,OM,middle east,SY
571,%22No_H5N1_virus%22_found_in_blood_tests_of_suspected_human_Bird_Flu_cluster,ID,kabanjahe,ID
572,%22No_H5N1_virus%22_found_in_blood_tests_of_suspected_human_Bird_Flu_cluster,ID,sumatra,ID
573,%22No_H5N1_virus%22_found_in_blood_tests_of_suspected_human_Bird_Flu_cluster,ID,indonesia,ID
574,%22No_H5N1_virus%22_found_in_blood_tests_of_suspected_human_Bird_Flu_cluster,US,atlanta,US
575,%22No_H5N1_virus%22_found_in_blood_tests_of_suspected_human_Bird_Flu_cluster,GE,georgia,US
576,Pope_to_leave_hospital,IT,rome,IT
577,New_laws_to_combat_%27endemic%27_Hong_Kong_bird_flu,HK,hong kong,CN
578,New_laws_to_combat_%27endemic%27_Hong_Kong_bird_flu,CN,china,CN
579,New_laws_to_combat_%27endemic%27_Hong_Kong_bird_flu,IN,asia,CN
580,New_laws_to_combat_%27endemic%27_Hong_Kong_bird_flu,VN,vietnam,VN
581,New_laws_to_combat_%27endemic%27_Hong_Kong_bird_flu,ID,indonesia,ID
582,New_laws_to_combat_%27endemic%27_Hong_Kong_bird_flu,LA,laos,LA
583,New_laws_to_combat_%27endemic%27_Hong_Kong_bird_flu,KH,cambodia,KH
584,New_laws_to_combat_%27endemic%27_Hong_Kong_bird_flu,TH,thailand,TH
585,Turkish_teenager_dies_from_bird_flu,TR,turkey,TR
586,Turkish_teenager_dies_from_bird_flu,TR,van,TR
587,Turkish_teenager_dies_from_bird_flu,GB,britain,GB
588,Turkish_teenager_dies_from_bird_flu,AT,europe,PL
589,World_Bank_warns_of_high_bird_flu_cost,IN,asia,CN
590,World_Bank_warns_of_high_bird_flu_cost,KH,cambodia,KH
591,World_Bank_warns_of_high_bird_flu_cost,LA,laos,LA
592,World_Bank_warns_of_high_bird_flu_cost,MM,burma,MM
593,World_Bank_warns_of_high_bird_flu_cost,TH,thailand,TH
594,World_Bank_warns_of_high_bird_flu_cost,VN,vietnam,VN
595,UN_warns_neighbours_of_Turkey_about_bird_flu,TR,turkey,TR
596,UN_warns_neighbours_of_Turkey_about_bird_flu,AM,armenia,AM
597,UN_warns_neighbours_of_Turkey_about_bird_flu,AZ,azerbaijan,AZ
598,UN_warns_neighbours_of_Turkey_about_bird_flu,GE,georgia,GE
599,UN_warns_neighbours_of_Turkey_about_bird_flu,IQ,iraq,IQ
600,UN_warns_neighbours_of_Turkey_about_bird_flu,IR,iran,IR
601,UN_warns_neighbours_of_Turkey_about_bird_flu,SY,syria,SY
602,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic,NO,rogaland,NO
603,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic,NO,vestfold,NO
604,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic,NO,buskerud,NO
605,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic,NO,telemark,NO
606,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic,NO,østfold,NO
607,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic,NO,akershus,NO
608,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic,NO,oslo,NO
609,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic,NO,hedmark,NO
610,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic,NO,vest-agder,NO
611,Norway_takes_action_to_prevent_a_possible_bird_flu_epidemic,RU,russia,RU
612,New_outbreak_of_H5N1_Avian_Flu_virus_reported_in_Poland,PL,poland,PL
613,New_outbreak_of_H5N1_Avian_Flu_virus_reported_in_Poland,PL,orneta,PL
614,New_outbreak_of_H5N1_Avian_Flu_virus_reported_in_Poland,PL,bieżuń,PL
615,Bacterial_meningitis_possibly_spread_on_AirTran_flight,US,atlanta,US
616,Bacterial_meningitis_possibly_spread_on_AirTran_flight,GE,georgia,US
617,Bacterial_meningitis_possibly_spread_on_AirTran_flight,US,wichita,US
618,Bacterial_meningitis_possibly_spread_on_AirTran_flight,US,kansas,US
619,Child_virus_outbreak_reaches_Beijing,CN,china,CN
620,Child_virus_outbreak_reaches_Beijing,CN,beijing,CN
621,Child_virus_outbreak_reaches_Beijing,CN,hubei,CN
622,Child_virus_outbreak_reaches_Beijing,CN,people's republic of china,CN
623,Child_virus_outbreak_reaches_Beijing,CN,anhui,CN
624,Child_virus_outbreak_reaches_Beijing,CN,fuyang,CN
625,Child_virus_outbreak_reaches_Beijing,CN,guangdong,CN
626,Child_virus_outbreak_reaches_Beijing,CN,guangxi,CN
627,Child_virus_outbreak_reaches_Beijing,CN,hainan,CN
628,Child_virus_outbreak_reaches_Beijing,CN,hunan,CN
629,Child_virus_outbreak_reaches_Beijing,CN,zhejiang,CN
630,"Disease_scare_in_south_Sudan,_aid_groups_return",SS,warab,SS
631,"Disease_scare_in_south_Sudan,_aid_groups_return",SD,sudan,SD
632,"Disease_scare_in_south_Sudan,_aid_groups_return",SD,darfur,SD
633,"Disease_scare_in_south_Sudan,_aid_groups_return",SD,al-fashir,SD
634,"Disease_scare_in_south_Sudan,_aid_groups_return",SS,malakal,SS
635,"Disease_scare_in_south_Sudan,_aid_groups_return",SD,khartoum,SD
636,"Disease_scare_in_south_Sudan,_aid_groups_return",SD,nyala,SD
637,"Disease_scare_in_south_Sudan,_aid_groups_return",SD,south darfur,SD
638,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,IN,asia,CN
639,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,AO,africa,CF
640,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,AT,europe,PL
641,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,US,united states,US
642,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,KH,pailin,KH
643,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,KH,cambodia,KH
644,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,LA,attapeu,LA
645,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,LA,laos,LA
646,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,VN,binh phuoc,VN
647,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,VN,vietnam,VN
648,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,MM,myanmar,MM
649,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,KE,pingilikani,KE
650,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,KE,kenya,KE
651,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,CD,kinshasa,CD
652,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,CD,dr congo,CD
653,International_team_of_scientists_studies_malaria_drug_resistance_in_Southeast_Asia,GB,uk,GB
654,African_leaders_start_drive_to_eradicate_malaria,TZ,dar es salaam,TZ
655,African_leaders_start_drive_to_eradicate_malaria,TZ,tanzania,TZ
656,African_leaders_start_drive_to_eradicate_malaria,AO,africa,CF
657,African_leaders_start_drive_to_eradicate_malaria,US,us,US
658,African_leaders_start_drive_to_eradicate_malaria,TZ,zanzibar,TZ
659,Asian_monsoon_rains_force_millions_to_flee,IN,asia,CN
660,Asian_monsoon_rains_force_millions_to_flee,IN,india,IN
661,Asian_monsoon_rains_force_millions_to_flee,NP,nepal,NP
662,Asian_monsoon_rains_force_millions_to_flee,BD,bangladesh,BD
663,Asian_monsoon_rains_force_millions_to_flee,IN,bihar,IN
664,Asian_monsoon_rains_force_millions_to_flee,IN,uttar pradesh,IN
665,Asian_monsoon_rains_force_millions_to_flee,PY,gondra,IN
666,Asian_monsoon_rains_force_millions_to_flee,IN,indore,IN
667,Plague_kills_scores_in_Democratic_Republic_of_Congo,CD,ituri,CD
668,Plague_kills_scores_in_Democratic_Republic_of_Congo,CD,orientale,CD
669,Plague_kills_scores_in_Democratic_Republic_of_Congo,CG,congo,CD
670,Plague_kills_scores_in_Democratic_Republic_of_Congo,CD,kinshasa,CD
671,Poisoned_liquor_kills_17_in_Kenyan_slum,KE,kenya,KE
672,Poisoned_liquor_kills_17_in_Kenyan_slum,KE,nairobi,KE
673,Poisoned_liquor_kills_17_in_Kenyan_slum,KE,kibera,KE
674,163_dead_after_lead_poisoning_in_Nigeria,NG,zamfara,NG
675,163_dead_after_lead_poisoning_in_Nigeria,NG,nigeria,NG
676,US_and_Vietnam_begin_talks_to_decontaminate_areas_affected_by_Agent_Orange,US,united states,US
677,US_and_Vietnam_begin_talks_to_decontaminate_areas_affected_by_Agent_Orange,VN,hanoi,VN
678,US_and_Vietnam_begin_talks_to_decontaminate_areas_affected_by_Agent_Orange,VN,vietnam,VN
679,US_and_Vietnam_begin_talks_to_decontaminate_areas_affected_by_Agent_Orange,US,us,US
680,M%C3%A9decins_Sans_Fronti%C3%A8res_warns_of_emerging_crisis_in_eastern_Chad,AO,africa,CF
